cgpa,skills_score,projects,internship,certifications,job_fit_score
9.73,3,6,1,2,132.46
7.04,1,3,0,3,83.79
8.31,3,7,1,4,133.68
7.32,9,3,0,4,126.66
8.15,5,5,1,1,123.06
7.25,7,0,0,4,105.14
5.94,3,5,0,0,80.35
7.54,4,9,0,6,135.2
7.64,1,4,1,4,106.19
9.05,3,1,1,5,116.14
8.68,7,0,1,8,139.1
8.32,4,5,0,2,115.35
5.57,2,10,1,0,103.73
8.6,5,1,1,7,129.55
7.5,5,8,0,1,118.87
9.47,2,8,0,1,119.57
9.6,6,0,0,3,116.48
5.28,10,4,0,4,120.69
9.1,4,7,1,0,131.94
5.19,1,3,0,2,64.66
6.84,3,2,1,7,109.62
7.71,9,4,0,5,141.02
5.74,10,4,1,2,130.04
8.73,7,7,0,6,151.53
5.04,6,5,0,5,106.34
5.84,1,1,0,4,67.15
7.9,9,10,0,7,168.91
8.57,9,0,0,7,135.56
9.58,1,2,1,2,105.84
8.53,6,1,1,7,134.81
8.36,7,3,1,8,150.41
6.97,2,2,1,2,89.57
5.01,10,8,1,7,149.03
5.6,8,4,0,7,125.87
7.67,8,3,0,6,130.08
8.38,6,9,1,7,164.4
7.09,9,8,1,0,145.15
8.65,3,3,1,2,115.05
7.61,2,5,1,5,119.49
5.37,2,9,1,6,116.24
5.96,6,0,0,6,98.06
9.2,7,1,1,5,138.0
8.62,6,3,0,3,125.48
9.47,3,8,1,4,146.99
5.59,5,5,0,8,113.35
9.95,8,5,1,0,148.02
6.05,6,10,1,1,126.12
5.06,2,8,0,4,95.82
9.99,7,3,0,4,140.91
6.41,8,2,0,6,118.73
8.34,4,6,1,7,137.01
5.88,1,6,1,5,98.55
7.9,2,8,1,5,131.17
9.52,4,5,1,4,141.73
6.6,7,1,0,4,103.7
8.35,2,5,0,7,119.99
5.94,6,7,0,4,115.45
8.12,2,5,0,5,110.41
6.68,7,8,0,2,125.91
6.06,2,3,0,4,84.82
6.57,3,2,0,8,98.45
5.89,9,10,1,2,151.51
9.51,4,4,1,7,142.46
6.99,5,2,0,6,104.75
6.23,9,10,0,3,141.74
7.24,7,1,1,4,117.69
6.6,8,1,0,7,118.56
8.72,3,3,1,6,123.56
9.86,4,2,1,1,118.21
7.19,7,8,0,7,147.3
9.31,4,6,1,7,143.02
7.83,2,5,1,8,125.77
5.79,10,9,1,1,142.62
8.45,6,7,0,3,132.89
7.57,9,8,0,1,141.02
8.25,2,2,1,3,102.61
9.45,1,9,0,2,122.0
7.2,8,6,1,6,152.0
9.51,1,8,1,4,135.02
8.75,1,0,0,6,96.64
7.44,3,9,1,1,124.97
8.02,5,8,1,3,138.2
6.63,9,6,1,5,150.89
9.92,10,9,1,4,187.9
8.34,2,3,1,1,105.44
5.22,1,10,1,6,114.22
6.63,1,5,1,1,91.61
8.12,8,10,0,8,169.8
5.28,10,10,0,6,149.92
5.12,10,5,1,2,129.5
7.25,10,5,0,5,146.87
6.66,2,1,1,4,84.72
7.19,9,4,1,8,154.16
6.31,9,6,1,2,133.72
5.82,2,5,1,1,84.4
8.45,3,2,0,1,94.6
7.57,2,10,1,3,130.62
6.0,6,4,1,0,105.37
6.6,7,7,0,8,140.53
7.96,6,10,0,2,141.42
5.36,3,4,0,4,84.68
5.74,3,9,0,1,100.42
5.37,2,2,0,7,83.33
9.06,2,8,0,2,123.2
8.76,5,10,1,4,157.18
8.77,8,2,1,6,145.7
8.58,6,1,0,1,105.54
8.35,9,5,0,2,135.39
7.38,5,7,1,7,144.62
8.21,10,5,0,7,153.78
5.19,4,0,0,2,68.32
8.11,9,7,0,6,156.03
8.89,10,0,1,1,131.01
7.5,5,8,0,8,138.03
6.79,1,7,1,7,116.59
6.39,5,5,1,8,129.41
8.21,5,1,1,8,131.67
8.46,5,8,0,6,142.49
9.35,2,7,0,3,122.93
6.71,6,3,1,4,120.23
8.85,5,1,1,6,129.94
7.81,2,5,0,4,104.44
9.41,10,0,1,7,154.9
7.64,8,6,0,4,138.11
7.59,6,0,1,4,111.33
7.89,10,5,0,4,148.74
8.75,3,4,0,3,111.71
9.82,9,9,1,6,188.01
5.37,4,2,1,1,84.97
5.27,3,5,0,3,86.49
9.69,7,3,1,2,139.77
7.65,8,5,1,7,153.19
8.07,7,3,1,6,139.11
7.41,1,0,0,2,74.17
5.47,1,4,1,3,82.36
8.84,5,7,1,3,143.74
8.74,8,5,1,6,156.32
6.56,10,9,1,7,167.88
6.53,3,8,0,3,104.68
9.19,8,3,1,7,157.34
5.36,3,9,0,0,92.83
9.41,4,8,0,8,153.41
6.28,10,7,1,6,157.09
7.96,7,2,1,3,126.02
9.68,3,5,0,7,130.62
8.39,4,3,1,1,113.29
7.07,8,0,1,7,126.25
8.45,4,8,0,5,131.72
6.72,9,3,1,6,139.62
6.39,4,10,1,6,136.57
9.98,4,4,1,1,124.69
8.75,5,2,0,1,108.63
8.22,1,3,1,3,100.67
6.78,7,8,0,5,132.72
5.25,9,6,0,3,118.04
5.16,9,7,0,5,127.8
7.77,1,2,1,4,99.46
8.81,6,2,1,5,130.16
7.69,3,6,0,8,121.82
9.2,4,7,0,5,138.59
5.17,8,4,1,5,121.44
6.83,4,0,1,7,106.13
6.19,8,2,0,4,108.5
7.24,4,4,1,4,119.93
5.36,9,2,0,0,93.32
9.77,6,0,0,5,123.73
6.12,1,6,1,0,90.94
9.61,10,0,1,7,157.14
7.13,2,9,1,8,135.53
9.93,7,5,0,5,150.96
7.77,10,5,1,8,168.17
9.65,7,6,1,1,147.63
5.03,3,10,0,8,122.14
8.74,1,0,0,3,84.03
9.52,8,10,1,2,173.14
5.7,10,2,1,0,116.57
5.48,10,8,0,0,127.38
7.12,7,1,0,7,116.98
9.67,10,4,1,1,155.0
7.71,8,2,1,0,125.11
7.64,1,4,0,1,83.52
5.71,3,6,1,2,101.28
5.0,2,0,0,3,60.05
9.05,1,2,0,8,110.52
5.44,5,10,1,6,140.76
8.17,3,5,1,4,122.45
9.57,10,6,0,4,162.39
6.04,8,9,0,5,142.45
8.33,6,2,0,0,104.34
5.39,10,3,1,5,131.9
8.02,9,5,0,5,144.54
5.82,9,4,0,4,121.4
8.68,6,10,0,8,164.89
6.51,2,8,1,4,115.24
7.32,9,0,0,8,123.85
8.0,2,4,1,6,114.63
5.86,3,10,1,2,114.17
8.71,6,0,0,8,123.48
6.51,2,7,0,6,103.4
8.31,5,6,0,3,124.17
5.79,2,4,1,8,106.6
8.44,4,5,0,5,124.24
5.64,3,3,1,8,107.14
7.13,5,8,1,3,134.82
6.24,6,2,1,1,101.72
8.74,7,1,1,8,142.29
6.31,10,6,1,3,143.27
9.41,8,1,1,1,130.57
9.46,9,5,0,6,159.13
5.98,4,10,0,6,122.69
8.07,4,7,1,4,136.69
5.44,7,2,1,4,106.6
6.96,10,2,0,7,134.97
8.57,10,2,0,5,142.18
8.3,9,0,0,0,113.7
8.12,2,8,0,3,112.63
6.41,6,4,1,0,106.65
6.89,10,8,0,4,150.22
5.51,10,4,1,4,135.62
8.6,8,6,1,3,151.68
7.52,5,0,0,8,107.97
8.54,5,8,0,7,150.4
6.24,8,0,1,2,107.56
6.62,1,3,1,4,94.72
6.67,6,6,1,5,129.95
5.13,10,10,1,4,154.07
6.71,9,8,0,7,149.48
9.02,6,0,0,4,111.52
9.49,7,10,0,7,173.06
7.59,4,5,0,2,108.03
7.28,10,10,0,4,159.26
5.15,1,9,1,3,104.1
9.4,9,10,1,5,184.43
5.07,6,4,0,2,91.98
9.72,3,2,0,3,109.72
7.45,4,9,1,3,134.08
6.71,10,1,1,4,132.23
9.62,6,0,0,5,119.89
5.12,6,1,0,1,76.47
7.91,9,3,1,7,148.87
7.74,4,5,0,3,114.72
6.1,5,4,0,6,107.12
7.14,5,3,1,6,120.62
8.26,3,7,1,1,121.52
8.64,2,6,1,6,132.78
5.0,8,3,0,0,93.36
9.68,10,9,1,1,175.32
5.82,9,4,0,4,118.78
6.17,10,9,1,7,163.43
6.32,9,4,0,6,129.82
5.19,5,2,0,2,83.08
5.62,9,8,1,8,154.76
9.93,4,10,0,4,152.73
6.58,2,4,0,2,83.44
5.58,3,9,1,6,121.42
5.53,1,1,0,3,63.64
8.6,5,3,1,0,120.47
9.27,1,3,0,4,104.27
6.28,1,4,1,7,101.45
5.1,7,7,1,3,122.14
6.12,2,4,0,6,96.74
5.28,8,0,1,7,113.87
5.52,6,1,1,8,110.6
7.16,4,2,0,8,109.14
6.15,9,2,1,4,124.63
7.58,10,9,1,5,172.58
6.27,8,5,1,6,141.16
9.7,10,8,1,1,175.17
9.53,3,9,0,8,151.63
7.83,3,0,1,0,87.59
6.77,4,5,1,5,119.97
6.91,9,8,1,5,156.03
7.06,9,3,0,6,133.43
8.64,5,9,0,1,132.7
7.26,9,2,1,5,137.05
9.28,6,5,1,5,152.7
9.72,8,5,0,8,162.87
6.68,8,1,1,7,128.9
7.8,10,4,1,4,149.39
5.48,7,0,1,6,106.65
6.0,4,8,1,6,125.75
7.07,4,8,0,4,121.61
6.03,6,2,0,6,99.98
9.38,9,4,0,2,144.0
5.79,7,2,0,6,108.79
7.28,5,6,0,5,122.42
8.03,5,0,1,5,113.16
8.46,8,4,0,1,126.64
6.92,6,5,1,1,114.77
9.35,1,10,0,6,139.41
7.84,1,6,1,0,101.41
7.2,9,2,0,8,137.61
5.34,8,6,0,2,113.47
7.32,6,3,1,5,126.05
9.1,1,9,1,2,130.63
8.07,2,10,1,8,146.63
9.16,10,5,0,6,160.38
7.47,3,4,0,0,91.03
5.59,10,3,1,3,125.13
5.07,3,5,0,4,86.39
6.52,2,2,1,6,97.56
8.49,2,2,0,6,104.01
8.95,6,4,1,4,144.25
6.48,7,10,1,0,136.18
7.48,4,4,0,4,106.47
7.11,1,8,1,4,115.54
7.05,6,3,0,3,110.42
6.16,7,4,0,5,118.4
5.68,4,8,0,7,122.35
5.98,6,3,1,4,111.99
5.28,9,2,1,7,127.5
5.99,4,6,1,4,111.83
5.05,10,6,0,2,119.66
8.14,4,7,0,7,131.86
6.58,10,3,1,3,134.6
9.87,5,3,0,2,122.0
5.97,3,8,0,2,101.2
6.73,10,9,0,5,153.14
6.79,2,6,1,7,121.02
5.04,9,2,1,4,110.52
9.2,1,8,1,0,120.06
5.16,5,4,0,0,82.07
9.7,5,3,0,2,116.56
9.46,8,0,1,5,141.45
7.68,6,8,1,1,136.07
7.72,6,5,1,0,122.87
8.27,6,10,0,6,158.15
6.94,4,1,1,1,93.13
8.24,1,6,1,7,127.83
5.22,3,2,1,1,80.55
5.27,10,5,0,0,113.15
7.29,6,7,1,1,127.56
7.75,5,2,0,1,94.7
9.44,10,4,1,6,170.26
5.52,1,5,0,0,68.39
9.11,5,0,1,2,116.47
6.05,2,9,1,4,115.45
6.97,1,6,0,6,102.73
6.58,4,3,1,5,107.35
7.0,6,9,1,7,152.32
5.75,7,10,1,0,129.13
7.52,9,6,1,6,155.44
9.01,5,6,0,8,144.96
7.21,8,10,0,6,154.45
7.45,8,4,0,5,135.88
9.24,9,7,0,8,172.62
8.53,3,7,0,3,122.41
7.45,3,4,0,5,105.4
6.29,9,4,0,5,126.52
9.42,7,6,0,2,139.54
7.89,4,5,1,6,136.33
6.11,1,3,1,0,75.63
6.35,7,1,0,7,109.56
9.02,10,7,0,7,169.62
5.22,6,2,0,7,101.44
9.96,3,1,1,8,135.53
5.65,5,9,0,3,117.39
8.98,3,6,0,5,124.33
6.97,8,9,0,6,148.23
7.46,5,5,0,1,110.18
9.4,10,7,1,5,182.43
7.06,10,5,0,7,147.23
7.69,6,6,1,3,136.91
5.25,2,1,1,4,75.04
5.01,8,9,1,7,145.41
6.22,9,1,0,2,102.77
8.4,3,5,1,5,128.05
5.61,6,8,0,0,106.49
5.57,6,2,0,3,92.03
7.05,2,10,0,5,123.88
8.24,10,9,0,2,156.61
8.56,8,7,0,0,136.67
5.89,5,4,0,5,100.46
5.4,8,5,0,2,111.51
9.7,8,5,0,7,160.81
6.3,3,10,1,6,134.15
9.27,5,9,0,6,153.37
9.32,7,10,1,7,179.52
8.86,5,2,0,6,119.11
5.84,6,10,1,4,139.36
9.11,2,10,1,7,155.38
8.85,8,4,0,7,151.81
7.98,5,0,1,7,119.08
6.69,6,1,0,5,103.03
6.31,1,9,1,1,106.73
5.61,10,2,0,7,126.16
7.55,2,3,1,0,91.15
7.93,4,8,1,8,148.85
6.8,9,0,0,8,122.32
7.38,6,2,1,5,120.21
6.82,8,2,0,5,120.48
8.21,2,5,0,5,110.77
9.51,10,4,1,3,160.9
5.82,5,2,1,0,90.05
6.91,1,3,1,0,82.36
5.7,4,10,0,0,105.19
8.12,10,6,0,4,149.47
8.64,1,2,0,6,103.29
9.66,9,8,0,0,153.14
6.39,2,7,1,0,97.29
9.75,7,1,0,5,131.85
5.32,3,4,0,1,80.85
8.02,2,3,1,1,97.48
5.29,4,4,1,6,107.7
9.47,7,2,1,8,152.26
7.65,7,9,0,7,153.68
8.35,9,10,1,1,166.62
9.16,3,0,1,6,112.82
5.75,7,7,0,4,119.22
5.19,6,8,0,3,114.36
9.39,10,7,0,3,162.35
6.57,7,3,0,3,109.02
5.64,7,1,1,8,119.58
7.34,10,3,0,6,136.96
7.99,5,8,1,6,151.04
5.15,9,9,1,3,142.88
6.37,7,8,0,8,142.47
5.16,7,4,0,7,114.25
7.1,3,4,0,3,99.14
9.48,1,9,0,5,130.62
9.91,5,2,1,3,132.63
8.19,8,5,0,0,128.97
5.81,5,6,0,4,108.75
9.53,10,9,1,2,177.79
7.58,3,8,1,0,122.29
5.77,9,6,1,1,128.61
9.61,2,2,0,1,100.67
8.79,3,6,1,7,139.46
8.66,4,0,1,3,110.4
8.55,10,1,1,2,137.27
6.0,1,3,0,3,74.66
6.06,4,6,1,0,101.23
8.44,4,8,0,0,123.33
6.1,9,4,1,4,131.35
7.19,8,7,1,6,151.33
8.91,2,6,1,8,139.47
8.92,7,4,1,6,151.43
7.27,6,2,1,4,118.08
8.96,7,2,1,2,129.06
9.19,4,5,0,7,136.62
8.27,5,9,0,6,147.71
6.14,6,10,0,3,124.84
6.37,9,3,1,0,116.21
6.57,2,2,0,2,76.27
5.58,9,3,1,7,131.61
6.37,10,2,0,1,112.98
6.05,1,9,1,8,127.06
7.28,4,10,0,3,126.45
9.54,5,10,1,6,172.49
5.52,9,5,1,6,134.24
8.6,6,6,0,7,144.72
8.44,4,3,1,6,126.3
5.48,2,2,0,3,71.78
9.61,5,2,0,6,124.39
7.84,8,10,0,4,152.17
6.82,8,2,0,6,121.5
8.78,6,8,1,2,147.0
6.29,1,10,0,6,112.65
8.47,8,10,1,6,179.41
5.2,4,2,1,1,82.86
9.2,2,2,1,7,124.38
7.24,1,7,0,6,107.41
8.18,7,3,1,8,143.79
6.11,2,6,1,3,101.69
8.39,4,2,0,8,116.1
8.86,4,7,1,0,127.49
7.37,10,2,1,4,139.4
8.09,1,4,1,6,113.49
7.28,2,0,1,3,87.92
9.47,1,4,1,6,125.96
7.49,6,5,0,8,131.52
9.21,3,6,0,4,122.79
9.01,1,1,0,4,88.7
7.05,8,1,0,1,102.68
6.15,4,8,0,4,114.68
7.03,10,9,1,7,176.23
9.13,7,0,0,3,117.43
6.14,10,1,1,1,118.85
7.62,2,1,1,7,106.75
9.03,6,9,0,3,147.46
6.77,6,6,0,4,118.92
8.21,7,5,1,6,143.92
6.23,1,8,1,4,111.27
5.55,1,10,0,3,98.26
8.97,2,6,0,6,126.55
5.49,2,2,1,3,79.06
6.36,5,2,1,3,107.71
9.28,1,0,0,1,81.71
6.73,2,7,0,4,102.47
9.87,6,0,0,7,129.49
9.9,3,10,1,3,153.53
6.34,4,1,1,1,87.59
5.2,1,10,1,8,119.61
8.53,5,6,1,5,138.6
7.25,4,0,0,2,82.43
5.5,8,3,0,4,110.18
8.54,3,8,1,5,138.54
5.16,10,7,1,8,149.81
9.35,1,10,0,4,129.7
5.69,10,7,1,8,157.37
5.64,5,2,0,0,76.57
5.88,1,4,0,3,76.47
9.8,5,3,1,0,123.81
8.47,9,10,1,1,167.75
9.01,5,7,0,1,129.04
6.99,2,10,0,4,122.34
6.68,2,6,1,0,96.69
6.17,10,6,1,2,138.81
7.4,9,9,1,5,167.59
7.76,5,9,0,0,123.86
8.16,8,6,1,0,137.39
6.29,10,0,0,2,107.4
9.74,4,6,0,8,146.74
5.85,2,3,1,1,78.2
9.83,4,2,0,5,120.32
5.07,4,4,1,2,92.97
7.41,9,1,1,5,136.14
6.67,10,7,1,6,160.73
7.25,6,8,1,6,146.84
7.85,10,4,1,1,140.41
7.18,6,2,0,2,103.02
7.07,5,9,1,3,131.74
8.66,6,6,0,7,142.69
8.43,1,0,1,4,97.25
9.17,5,9,1,0,144.92
6.25,6,2,1,8,120.48
8.05,8,8,1,0,143.98
7.93,4,1,0,1,92.09
6.85,5,10,1,6,147.95
7.43,4,8,1,2,127.0
6.57,7,10,1,5,153.3
5.71,10,0,0,7,117.0
6.07,6,3,1,4,112.73
5.53,4,9,0,0,97.57
8.42,6,5,1,2,131.27
8.3,4,6,1,1,124.93
9.75,8,2,1,5,152.14
8.65,3,8,1,4,138.95
5.26,8,3,1,6,120.91
9.42,2,4,1,1,115.9
9.31,6,7,1,5,156.77
7.22,8,2,0,4,120.34
7.93,1,7,1,5,119.94
9.88,6,10,1,4,169.99
7.66,9,0,0,6,123.99
9.53,10,7,1,4,177.91
5.42,10,10,1,6,161.25
5.96,2,10,0,0,97.72
7.2,1,9,1,8,131.85
7.92,2,7,1,5,126.93
9.08,5,5,0,8,141.51
9.94,6,4,0,0,123.96
6.94,1,8,1,1,105.81
5.24,7,5,0,6,115.2
9.01,4,0,0,3,105.75
8.02,9,5,0,0,127.95
5.99,6,0,1,4,98.26
7.47,9,5,1,3,144.35
8.71,1,2,0,5,95.71
8.85,4,5,0,6,126.67
7.5,2,5,0,2,93.11
6.53,6,0,0,5,95.66
9.87,4,8,1,1,142.45
8.32,9,7,1,3,155.97
7.04,3,1,1,8,108.83
6.4,1,1,1,6,83.49
8.66,1,4,0,1,94.23
6.21,9,9,1,5,154.57
5.86,9,1,0,3,104.05
7.65,5,10,0,7,148.37
6.45,2,0,0,7,83.34
8.14,9,1,0,0,112.9
5.59,8,4,1,7,132.62
8.27,10,10,0,6,177.3
6.42,10,9,0,0,135.31
5.0,6,6,0,2,101.52
5.63,7,4,0,4,105.85
9.67,6,0,1,2,125.7
9.34,5,6,0,2,128.27
6.17,4,5,1,0,97.84
8.89,7,6,0,7,153.43
8.04,4,1,1,8,123.79
9.85,10,4,0,4,155.48
6.87,10,7,0,0,133.2
8.41,10,6,1,0,149.84
5.32,9,5,1,8,138.36
6.98,5,5,1,0,111.23
9.82,8,0,0,8,141.84
7.69,6,0,1,2,105.67
6.44,4,6,1,2,114.12
5.6,3,2,0,3,74.99
8.52,6,5,1,4,140.43
8.22,1,4,0,5,103.95
6.87,2,2,0,5,87.45
9.75,7,5,1,8,165.57
5.11,4,2,0,0,69.48
6.52,5,7,0,8,130.06
9.61,10,6,0,3,161.6
6.6,1,8,0,6,111.58
6.26,2,4,1,5,100.18
7.67,4,0,1,8,115.76
9.12,8,10,0,1,153.41
5.52,10,9,1,1,144.46
9.72,4,10,0,6,156.09
8.98,3,7,1,8,148.45
5.91,3,1,1,4,87.01
8.56,5,5,0,6,130.78
6.92,3,0,0,7,91.87
7.01,8,5,0,7,135.16
8.92,5,3,0,3,116.72
9.81,7,4,1,6,157.54
5.63,8,9,0,0,117.99
7.1,5,6,1,3,122.72
7.4,8,5,1,4,139.92
6.88,3,0,0,6,91.19
6.82,7,8,1,5,144.87
5.26,8,5,0,3,110.98
8.43,7,5,0,2,126.34
7.18,2,8,1,5,122.9
5.97,8,9,0,4,132.91
9.08,6,4,0,2,125.98
9.01,10,10,0,3,168.45
7.43,3,5,1,1,109.27
6.49,4,5,1,8,126.87
8.19,7,6,0,6,142.37
6.44,3,8,0,2,106.41
6.18,1,4,1,7,107.65
8.65,6,4,1,7,147.18
5.2,3,3,0,0,66.37
5.47,10,9,1,4,154.77
5.03,6,3,0,4,94.64
5.76,10,7,0,2,134.34
5.34,3,1,0,1,63.75
9.98,6,9,1,0,158.4
6.44,4,7,1,3,118.55
5.75,4,1,1,1,88.28
6.2,10,0,0,4,111.08
9.68,10,9,1,1,182.45
7.6,2,8,1,0,113.69
6.82,4,10,0,8,140.29
9.37,4,7,1,1,139.34
6.97,7,5,0,3,118.22
6.68,5,3,0,2,98.34
6.04,8,1,1,0,101.71
6.89,7,7,1,7,149.41
6.58,10,2,0,1,113.83
8.39,9,9,1,7,180.24
6.45,8,3,1,0,114.64
7.89,9,4,1,5,147.94
5.33,1,3,0,3,68.89
5.96,10,10,0,2,138.98
7.04,3,7,1,0,111.28
9.68,5,8,0,0,137.87
6.89,9,0,1,6,128.47
8.32,8,1,1,5,132.35
6.28,10,3,1,2,129.69
5.64,7,0,1,1,91.55
5.29,2,10,0,2,98.71
6.53,6,5,1,7,134.59
5.79,4,4,0,6,101.4
5.87,5,6,0,6,116.12
8.8,5,5,1,4,137.72
5.08,4,2,1,2,84.98
7.79,4,4,0,0,99.79
6.9,4,2,1,0,93.04
7.53,2,8,1,5,125.89
7.81,1,1,0,3,81.42
6.57,2,5,0,6,98.28
6.48,7,8,0,0,118.64
8.67,1,9,1,5,132.58
9.36,6,6,1,6,155.74
5.96,4,4,0,0,82.68
5.49,2,1,0,1,58.94
9.49,3,1,1,8,131.11
6.75,7,3,0,8,127.03
7.76,6,9,0,5,145.68
6.8,6,1,1,3,107.01
5.63,8,7,0,6,130.16
7.95,8,9,1,4,163.18
7.63,6,6,0,2,121.26
6.01,1,6,1,3,96.37
7.26,10,2,1,1,123.99
8.98,7,6,0,5,147.39
7.95,8,7,0,2,138.86
5.48,5,4,0,6,102.87
7.74,4,0,1,3,102.55
8.51,7,0,0,7,125.31
8.96,6,10,1,0,150.31
8.15,6,3,0,8,130.73
5.76,3,1,1,2,79.09
8.55,10,6,0,2,151.33
8.39,4,2,1,4,119.05
5.12,5,3,1,0,86.35
7.06,9,8,1,2,150.71
6.66,8,1,1,3,116.88
8.35,3,7,1,1,121.4
6.08,6,0,1,5,103.89
7.95,10,2,0,3,132.35
9.57,1,3,1,0,105.41
8.99,3,5,0,2,117.58
9.61,10,0,0,6,145.05
9.89,7,7,0,2,147.66
5.05,7,1,0,5,95.55
8.11,2,4,0,5,105.54
7.06,3,5,0,0,90.34
9.3,7,7,0,1,138.54
6.26,6,2,1,5,106.22
9.91,7,8,0,1,150.71
8.07,10,4,0,1,130.27
8.97,9,7,1,3,161.98
5.43,8,3,1,7,127.01
5.92,6,8,0,5,123.7
8.79,4,7,1,7,153.63
5.11,10,4,0,3,112.86
9.08,9,2,1,2,146.15
5.07,7,0,0,6,96.32
8.29,5,4,1,6,137.1
6.83,2,4,0,1,86.48
8.06,9,3,1,0,132.27
8.48,7,9,0,7,156.43
6.71,9,9,1,2,151.73
5.54,9,7,1,5,139.36
5.35,10,2,1,6,127.73
7.94,5,9,1,7,155.4
7.6,7,8,1,5,151.0
8.71,5,2,0,6,122.58
7.55,3,3,0,4,98.96
7.11,10,5,0,2,133.72
6.99,8,8,1,1,140.9
5.13,8,9,1,6,145.31
6.68,9,1,1,7,131.65
9.88,6,1,0,7,131.69
9.37,2,1,0,2,94.63
6.65,3,4,0,1,85.24
7.94,10,5,1,8,170.3
9.24,6,2,1,5,134.14
7.21,1,2,1,2,91.32
5.09,2,1,0,4,67.32
5.37,8,10,1,0,133.12
7.55,8,5,1,1,132.34
9.85,6,0,1,8,144.09
8.47,3,8,0,2,120.32
5.35,2,10,0,7,114.44
5.95,6,9,0,7,136.26
8.86,1,3,1,4,111.19
9.21,10,1,1,7,161.14
8.09,6,5,0,1,118.78
8.22,9,4,1,1,137.87
5.14,7,2,1,3,98.97
9.14,9,2,1,7,157.56
8.94,2,4,0,1,100.98
6.3,5,3,0,3,100.21
8.54,9,4,0,7,150.12
6.07,7,1,1,2,104.34
5.2,9,10,0,7,149.17
6.01,6,0,0,1,82.07
5.89,7,4,0,0,99.83
6.69,10,10,0,5,156.87
7.09,5,0,0,7,100.79
7.54,6,2,1,8,131.78
7.38,1,7,1,7,118.72
6.35,1,10,1,1,108.75
5.15,2,7,1,0,87.85
8.03,4,8,1,6,144.85
6.98,9,0,1,6,128.3
6.49,7,3,0,2,102.92
9.33,6,5,1,5,152.3
8.73,1,6,1,6,127.03
9.29,5,4,1,8,151.04
7.47,4,6,1,0,114.17
5.65,5,10,1,2,127.17
8.48,9,9,1,4,168.13
6.03,3,7,1,2,109.8
7.21,4,9,1,7,146.41
5.33,8,5,0,5,117.56
9.13,3,10,1,1,141.59
5.63,3,3,1,0,84.04
9.52,9,0,1,4,142.38
9.32,5,10,1,8,170.4
7.32,10,4,1,8,157.88
8.72,1,9,0,0,111.08
8.1,7,9,0,2,141.71
9.02,7,9,0,5,160.76
7.16,6,3,0,4,109.35
8.93,6,4,0,3,124.77
7.31,3,3,1,1,96.38
9.7,3,8,0,3,134.5
7.43,10,2,0,4,126.4
7.31,9,2,0,1,115.99
8.93,1,9,0,0,110.54
9.11,7,6,1,6,158.32
7.77,10,1,1,6,147.72
5.9,7,8,0,7,137.66
7.34,8,7,1,5,151.95
9.84,6,5,1,0,136.1
8.76,8,8,1,7,177.15
9.06,1,10,1,1,130.05
5.16,1,2,0,2,60.81
7.34,9,3,1,7,148.54
8.23,4,6,1,3,124.94
9.15,3,0,0,4,98.92
5.25,6,0,0,8,95.83
9.26,10,0,1,6,152.36
7.74,9,7,0,6,150.33
5.99,10,5,0,0,118.55
6.59,4,2,0,0,80.76
6.41,9,9,0,7,156.61
7.65,5,6,1,0,122.23
5.26,7,5,0,1,99.53
5.79,3,4,1,3,95.95
9.06,3,2,0,8,121.54
5.66,3,3,1,6,100.87
6.17,8,10,0,6,144.59
7.27,6,10,0,6,150.32
7.59,9,0,0,4,115.71
8.82,9,8,1,0,162.5
7.24,8,4,1,4,136.75
8.95,1,1,0,7,100.32
8.09,6,10,0,6,148.0
5.57,4,8,0,6,116.08
5.78,4,6,1,1,100.15
7.19,3,7,1,0,111.2
6.98,9,2,1,3,131.74
8.72,2,6,1,7,132.47
7.9,1,10,0,0,109.71
6.94,10,0,1,1,116.9
5.85,3,5,1,6,112.1
6.13,4,9,0,4,117.21
7.88,4,5,0,5,117.98
7.12,6,10,1,7,160.35
7.57,1,9,1,8,136.85
5.85,1,5,0,7,91.22
8.31,2,2,1,0,98.09
9.26,4,5,0,3,120.03
6.29,7,2,1,4,115.87
7.46,6,9,1,8,158.01
9.88,9,8,1,5,178.05
6.67,7,6,0,5,125.06
7.98,5,3,1,2,116.7
5.45,6,2,0,1,85.31
8.03,10,5,0,1,139.36
5.45,9,8,1,6,151.54
9.8,1,2,1,4,113.92
8.58,9,7,1,0,150.74
8.94,6,5,0,4,135.6
8.52,4,3,1,0,108.93
7.95,5,4,0,8,125.4
7.25,1,2,0,7,93.87
9.29,7,1,1,3,134.98
9.78,8,8,1,0,158.63
7.5,5,2,1,7,127.88
9.66,2,5,1,4,130.43
7.92,8,4,0,0,120.2
7.69,10,9,1,1,159.5
7.27,7,10,0,4,147.21
6.05,10,7,1,8,157.32
5.02,9,4,0,7,121.47
6.21,4,10,0,7,129.19
7.55,9,7,0,8,154.77
6.9,4,10,0,1,119.92
7.24,3,4,1,6,117.62
9.9,3,10,1,4,157.84
6.75,10,9,1,2,155.45
7.26,2,5,1,7,121.06
5.67,10,4,0,1,114.49
5.24,3,1,1,3,78.97
8.88,8,9,0,4,157.74
7.85,8,9,0,4,146.86
8.8,2,5,0,3,111.76
5.75,2,6,0,2,88.1
7.86,2,2,0,2,92.73
6.27,10,2,0,4,119.48
6.14,7,6,0,5,121.79
